-1.12909419900657,42.59,-8.73
-5.44262175277002,50.63,6.34
-6.53485159147969,57.05,10.33
-14.7903784732001,53.84,91.36
-5.9581580430926,57.05,-1.48
2.57072166120848,32.95,-100.53
11.6184958547569,21.7,77.02
-12.339431564598,45.81,128.08
-15.2884228280388,57.05,90
5.07751736013321,29.74,-101.54
4.47274652679988,36.17,35.8
13.0028130590579,20.09,78.48
13.038065075187,15.27,77.5
-3.11966946782378,39.38,31.21
3.28980365045579,29.74,-9.23
10.7074676289504,23.31,91.75
10.9788439730364,26.52,78.81
12.2923332203483,23.31,72.52
10.4238681665848,18.48,74.37
-2.9204584463184,44.2,4.47
8.60667999454181,23.31,93.5
5.46161279024074,31.35,20.73
11.1645287848644,26.52,75.22
12.3524199138967,20.09,76.78
-4.55410091943668,40.99,-80.95
-3.01521852696356,37.78,34.58
-3.26344097320012,44.2,51.43
11.51387824723,20.09,92.13
14.1874904784128,13.66,80.09
3.98428684938052,36.17,31.82
12.0632364461547,8.84,77.03
-1.37963519363023,39.38,-2.08
-3.25266812373776,34.56,-107.03
-2.84204513986679,40.99,-4.26
-2.84204513986679,40.99,-4.26
-2.84204513986679,40.99,-4.26
3.14997972572461,36.17,37.79
1.91355667464934,31.35,30.16
3.06821494077837,36.17,-5.97
2.14596561282138,36.17,3.98
10.9225092956171,28.13,77.27
11.2817814730364,24.92,81.58
-4.5516143602969,40.99,-74.56
-5.13510024739367,52.24,5.26
3.53292865045579,36.17,-1.99
-11.4250075054582,55.45,51.02
-14.3567393602969,47.42,88.82
10.9225092956171,28.13,77.27
1.23608456443429,39.38,-8.32
0.707473677337512,34.56,-101.19
12.4056860429289,18.48,72.68
14.1874904784128,13.66,80.09
13.0510220644343,12.05,78.9
-5.13510024739367,52.24,5.26
-3.88130320438292,49.03,2.45
11.6184958547569,21.7,77.02
10.5660308009934,28.13,79.09
-5.13510024739367,52.24,5.26
12.2923332203483,23.31,72.52
13.038065075187,15.27,77.5
-0.455676860296897,44.2,13.42
-10.6091546828775,45.81,125.77
-16.0584752473937,52.24,105.11
-3.05240535492055,47.42,-1.18
-3.84128640330765,39.38,33.29
-5.63375078502808,42.59,-82.91
4.47274652679988,36.17,35.8
-2.3741708119098,37.78,30.51
-4.3959080430926,50.63,3.8
-5.13510024739367,52.24,5.26
-10.6104261882539,50.63,57.04
10.9327707203483,24.92,85.12
-4.76782403771625,45.81,21.92
-2.30993425277001,37.78,48.81
-6.53485159147969,57.05,10.33
-13.8574040108345,65.09,40.21
0.763270720348265,32.95,-96.7
-4.21888922588829,45.81,40.38
-5.13510024739367,52.24,5.26
-11.8860290108345,39.38,-106.13
4.17683658056332,36.17,9.94
-10.3747360000818,55.45,42.52
11.0883063386278,23.31,86.5
3.22113899991816,32.95,-8.62
5.13587488701493,31.35,33.93
5.13587488701493,31.35,33.93
-12.1549839839528,50.63,72.25
-4.29388788180227,45.81,47.31
3.14699854292891,37.78,24.41
0.189892360133211,34.56,-83.68
-6.16629917212485,47.42,50.92
-9.64096516674851,47.42,10.66
10.9175805321762,20.09,75.07
-4.88829917212485,39.38,-104.05
5.63874047841278,29.74,-97.85
14.1874904784128,13.66,80.09
10.8914609085203,26.52,82.39
-6.59898465599582,45.81,26.54
1.79905902679988,39.38,-6.24
1.84931910744504,40.99,2.13
12.4056860429289,18.48,72.68
10.5263359085203,26.52,84.18
8.34440311282138,32.95,45
12.334688731101,16.87,97.12
10.9225092956171,28.13,77.27
11.8326208547569,23.31,88.25
9.28587555905794,28.13,80.91
-5.22466879578077,47.42,22.5
-9.87710629578077,45.81,123.46
11.8326208547569,23.31,88.25
-3.1173146291141,40.99,48.99
-9.83734621513561,52.24,47.3
-10.2252400323399,55.45,36.85
12.0318110429289,21.7,87.4
10.5263359085203,26.52,84.18
11.8326208547569,23.31,88.25
-5.86262780115711,47.42,27.24
-2.22659083879152,39.38,-76.99
10.988632279488,24.92,88.67
10.9716766343268,24.92,79.8
12.156876903144,5.63,95.25
-2.30993425277001,37.78,48.81
-1.42430454846894,36.17,45.75
10.6266356397031,12.05,77.26
11.8326208547569,23.31,88.25
-5.22358075814636,44.2,17.89
11.0883063386278,23.31,86.5
11.8326208547569,23.31,88.25
-6.90728841943668,39.38,114.45
11.8326208547569,23.31,88.25
11.8326208547569,23.31,88.25
11.8326208547569,23.31,88.25
6.75198039776762,40.99,2.13
11.8326208547569,23.31,88.25
10.5660308009934,28.13,79.09
1.23113832787515,40.99,17.04
12.0318110429289,21.7,87.4
11.2825933009934,23.31,90
-13.8014819678238,53.84,83.18
-8.34088720975926,44.2,-80.5
12.0081168224988,18.48,76.06
-7.44454379578077,47.42,8.29
-4.81049272051195,52.24,0
11.8326208547569,23.31,88.25
10.8914609085203,26.52,82.39
5.13587488701493,31.35,33.93
-5.34074742481303,47.42,39.08
1.02821494077837,37.78,40.68
5.98148779024074,29.74,-90.46
11.7912633278751,20.09,-76.78
4.68716789776762,34.56,35.03
5.70209733325149,29.74,-94.15
12.0424582203483,26.52,73.43
11.2311127902407,24.92,86.9
-12.8275364033076,47.42,126.71
-5.53321718287754,40.99,121.42
4.68716789776762,34.56,35.03
-5.56680723664098,55.45,-5.67
11.5346013655096,15.27,74.17
-8.16265468287754,50.63,36.76
-4.22630992481303,44.2,20.12
13.038065075187,15.27,77.5
4.13980902679988,32.95,35.43
4.67374115045579,32.95,20.11
6.98467865045579,29.74,31.38
6.98467865045579,29.74,31.38
-13.1759624785765,58.66,55.38
-4.95098801621088,45.81,10.38
-12.4301110000818,60.27,6.49
-5.44262175277002,50.63,6.34
-5.33776624201733,52.24,13.14
-7.44454379578077,47.42,8.29
-5.39779312373776,47.42,5.92
10.5263359085203,26.52,84.18
11.1013836235741,13.66,75.14
11.8326208547569,23.31,88.25
11.2311127902407,24.92,86.9
10.2590912848644,24.92,90.44
5.88030768271386,26.52,77.01
12.1096027095956,21.7,73.56
11.8326208547569,23.31,88.25
12.5384615805633,21.7,71.83
11.798251903144,21.7,82.21
10.8442935698106,24.92,74.48
13.1913715267999,16.87,82.05
10.9788439730364,26.52,78.81
10.7472377902407,20.09,73.36
10.9340885966924,28.13,75.45
11.0466121181977,23.31,77.77
12.3735583547569,20.09,85.31
12.1090240805633,23.31,69.03
11.5282055321762,21.7,75.29
-8.03250481728614,53.84,23.18
12.0081168224988,18.48,76.06
12.6315247526063,18.48,77.75
-5.27400616137217,52.24,7.88
-6.43764729040442,50.63,19.01
10.9327707203483,24.92,85.12
11.5836094300257,16.87,75.35
11.8816994837891,28.13,73.64
-7.13541745169475,49.03,29.39
11.798251903144,21.7,82.21
-2.62205992481303,42.59,-2.18
7.34067327411171,26.52,87.76
